,estado,estado_ab,condado,partido,candidato,votos,fraccion_votos
10137,Massachusetts,MA,Tyngsborough,Democrat,Hillary Clinton,872,0.451
10140,Massachusetts,MA,Tyringham,Democrat,Hillary Clinton,83,0.654
10143,Massachusetts,MA,Upton,Democrat,Hillary Clinton,544,0.41
10146,Massachusetts,MA,Uxbridge,Democrat,Hillary Clinton,796,0.429
10149,Massachusetts,MA,Wakefield,Democrat,Hillary Clinton,2651,0.5
10152,Massachusetts,MA,Wales,Democrat,Hillary Clinton,82,0.337
10155,Massachusetts,MA,Walpole,Democrat,Hillary Clinton,2066,0.487
10158,Massachusetts,MA,Waltham,Democrat,Hillary Clinton,5313,0.508
10161,Massachusetts,MA,Ware,Democrat,Hillary Clinton,499,0.399
10164,Massachusetts,MA,Wareham,Democrat,Hillary Clinton,1524,0.471
10167,Massachusetts,MA,Warren,Democrat,Hillary Clinton,253,0.385
10170,Massachusetts,MA,Warwick,Democrat,Hillary Clinton,59,0.257
10173,Massachusetts,MA,Washington,Democrat,Hillary Clinton,64,0.441
10176,Massachusetts,MA,Watertown,Democrat,Hillary Clinton,4338,0.49
10179,Massachusetts,MA,Wayland,Democrat,Hillary Clinton,2110,0.595
10182,Massachusetts,MA,Webster,Democrat,Hillary Clinton,886,0.474
10185,Massachusetts,MA,Wellesley,Democrat,Hillary Clinton,4009,0.687
10188,Massachusetts,MA,Wellfleet,Democrat,Hillary Clinton,451,0.421
10191,Massachusetts,MA,Wendell,Democrat,Hillary Clinton,88,0.236
10194,Massachusetts,MA,Wenham,Democrat,Hillary Clinton,394,0.536
10197,Massachusetts,MA,West Boylston,Democrat,Hillary Clinton,595,0.415
10200,Massachusetts,MA,West Bridgewater,Democrat,Hillary Clinton,457,0.424
10203,Massachusetts,MA,West Brookfield,Democrat,Hillary Clinton,212,0.354
10206,Massachusetts,MA,West Newbury,Democrat,Hillary Clinton,465,0.477
10209,Massachusetts,MA,West Springfield,Democrat,Hillary Clinton,1581,0.477
10212,Massachusetts,MA,West Stockbridge,Democrat,Hillary Clinton,214,0.459
10215,Massachusetts,MA,West Tisbury,Democrat,Hillary Clinton,465,0.417
10218,Massachusetts,MA,Westborough,Democrat,Hillary Clinton,1624,0.511
10221,Massachusetts,MA,Westfield,Democrat,Hillary Clinton,2062,0.419
10224,Massachusetts,MA,Westford,Democrat,Hillary Clinton,2124,0.467
10227,Massachusetts,MA,Westhampton,Democrat,Hillary Clinton,144,0.35
10230,Massachusetts,MA,Westminster,Democrat,Hillary Clinton,482,0.386
10233,Massachusetts,MA,Weston,Democrat,Hillary Clinton,1480,0.682
10236,Massachusetts,MA,Westport,Democrat,Hillary Clinton,1318,0.459
10239,Massachusetts,MA,Westwood,Democrat,Hillary Clinton,1830,0.565
10242,Massachusetts,MA,Weymouth,Democrat,Hillary Clinton,5006,0.467
10245,Massachusetts,MA,Whately,Democrat,Hillary Clinton,153,0.329
10248,Massachusetts,MA,Whitman,Democrat,Hillary Clinton,970,0.4
10251,Massachusetts,MA,Wilbraham,Democrat,Hillary Clinton,1044,0.471
10254,Massachusetts,MA,Williamsburg,Democrat,Hillary Clinton,371,0.371
10257,Massachusetts,MA,Williamstown,Democrat,Hillary Clinton,1121,0.507
10260,Massachusetts,MA,Wilmington,Democrat,Hillary Clinton,1796,0.441
10263,Massachusetts,MA,Winchendon,Democrat,Hillary Clinton,408,0.359
10266,Massachusetts,MA,Winchester,Democrat,Hillary Clinton,2972,0.597
10269,Massachusetts,MA,Windsor,Democrat,Hillary Clinton,77,0.358
10272,Massachusetts,MA,Winthrop,Democrat,Hillary Clinton,1703,0.481
10275,Massachusetts,MA,Woburn,Democrat,Hillary Clinton,3532,0.479
10278,Massachusetts,MA,Worcester,Democrat,Hillary Clinton,12132,0.504
10281,Massachusetts,MA,Worthington,Democrat,Hillary Clinton,98,0.281
10284,Massachusetts,MA,Wrentham,Democrat,Hillary Clinton,744,0.447
10287,Massachusetts,MA,Yarmouth,Democrat,Hillary Clinton,2245,0.517
12044,Michigan,MI,Alcona,Democrat,Hillary Clinton,463,0.487
12046,Michigan,MI,Alger,Democrat,Hillary Clinton,384,0.371
12048,Michigan,MI,Allegan,Democrat,Hillary Clinton,3489,0.38
12050,Michigan,MI,Alpena,Democrat,Hillary Clinton,1102,0.443
12052,Michigan,MI,Antrim,Democrat,Hillary Clinton,867,0.361
12054,Michigan,MI,Arenac,Democrat,Hillary Clinton,595,0.461
12056,Michigan,MI,Baraga,Democrat,Hillary Clinton,270,0.404
12058,Michigan,MI,Barry,Democrat,Hillary Clinton,1736,0.354
12060,Michigan,MI,Bay,Democrat,Hillary Clinton,5937,0.46
12062,Michigan,MI,Benzie,Democrat,Hillary Clinton,853,0.335
12064,Michigan,MI,Berrien,Democrat,Hillary Clinton,6646,0.526
12066,Michigan,MI,Branch,Democrat,Hillary Clinton,1010,0.434
12068,Michigan,MI,Calhoun,Democrat,Hillary Clinton,5230,0.464
12070,Michigan,MI,Cass,Democrat,Hillary Clinton,1657,0.484
12072,Michigan,MI,Charlevoix,Democrat,Hillary Clinton,1044,0.367
12074,Michigan,MI,Cheboygan,Democrat,Hillary Clinton,1010,0.426
12076,Michigan,MI,Chippewa,Democrat,Hillary Clinton,1230,0.399
12078,Michigan,MI,Clare,Democrat,Hillary Clinton,1090,0.458
12080,Michigan,MI,Clinton,Democrat,Hillary Clinton,3409,0.421
12082,Michigan,MI,Crawford,Democrat,Hillary Clinton,494,0.423
12084,Michigan,MI,Delta,Democrat,Hillary Clinton,1409,0.433
12086,Michigan,MI,Dickinson,Democrat,Hillary Clinton,908,0.435
12088,Michigan,MI,Eaton,Democrat,Hillary Clinton,5560,0.441
12090,Michigan,MI,Emmet,Democrat,Hillary Clinton,1369,0.339
12092,Michigan,MI,Genesee,Democrat,Hillary Clinton,31284,0.517
12094,Michigan,MI,Gladwin,Democrat,Hillary Clinton,985,0.463
12096,Michigan,MI,Gogebic,Democrat,Hillary Clinton,678,0.449
12098,Michigan,MI,Grand Traverse,Democrat,Hillary Clinton,4140,0.332
12100,Michigan,MI,Gratiot,Democrat,Hillary Clinton,1185,0.394
12102,Michigan,MI,Hillsdale,Democrat,Hillary Clinton,977,0.402
12104,Michigan,MI,Houghton,Democrat,Hillary Clinton,1109,0.348
12106,Michigan,MI,Huron,Democrat,Hillary Clinton,1050,0.46
12108,Michigan,MI,Ingham,Democrat,Hillary Clinton,18287,0.437
12110,Michigan,MI,Ionia,Democrat,Hillary Clinton,1491,0.34
12112,Michigan,MI,Iosco,Democrat,Hillary Clinton,1077,0.461
12114,Michigan,MI,Iron,Democrat,Hillary Clinton,527,0.483
12116,Michigan,MI,Isabella,Democrat,Hillary Clinton,2032,0.332
12118,Michigan,MI,Jackson,Democrat,Hillary Clinton,5288,0.427
12120,Michigan,MI,Kalamazoo,Democrat,Hillary Clinton,12593,0.379
12122,Michigan,MI,Kalkaska,Democrat,Hillary Clinton,590,0.372
12124,Michigan,MI,Kent,Democrat,Hillary Clinton,25899,0.373
12126,Michigan,MI,Keweenaw,Democrat,Hillary Clinton,128,0.398
12128,Michigan,MI,Lake,Democrat,Hillary Clinton,548,0.501
12130,Michigan,MI,Lapeer,Democrat,Hillary Clinton,3319,0.403
12132,Michigan,MI,Leelanau,Democrat,Hillary Clinton,1459,0.377
12134,Michigan,MI,Lenawee,Democrat,Hillary Clinton,3455,0.437
12136,Michigan,MI,Livingston,Democrat,Hillary Clinton,6705,0.381
12138,Michigan,MI,Luce,Democrat,Hillary Clinton,167,0.355
12140,Michigan,MI,Mackinac,Democrat,Hillary Clinton,500,0.439
12142,Michigan,MI,Macomb,Democrat,Hillary Clinton,47597,0.488
12144,Michigan,MI,Manistee,Democrat,Hillary Clinton,1120,0.396
12146,Michigan,MI,Marquette,Democrat,Hillary Clinton,3188,0.356
12148,Michigan,MI,Mason,Democrat,Hillary Clinton,1223,0.406
12150,Michigan,MI,Mecosta,Democrat,Hillary Clinton,1173,0.389
12152,Michigan,MI,Menominee,Democrat,Hillary Clinton,835,0.487
12154,Michigan,MI,Midland,Democrat,Hillary Clinton,3097,0.398
12156,Michigan,MI,Missaukee,Democrat,Hillary Clinton,399,0.39
12158,Michigan,MI,Monroe,Democrat,Hillary Clinton,6716,0.472
12160,Michigan,MI,Montcalm,Democrat,Hillary Clinton,1681,0.368
12162,Michigan,MI,Montmorency,Democrat,Hillary Clinton,392,0.487
12164,Michigan,MI,Muskegon,Democrat,Hillary Clinton,8220,0.439
12166,Michigan,MI,Newaygo,Democrat,Hillary Clinton,1290,0.366
12168,Michigan,MI,Oakland,Democrat,Hillary Clinton,92296,0.514
12170,Michigan,MI,Oceana,Democrat,Hillary Clinton,791,0.382
12172,Michigan,MI,Ogemaw,Democrat,Hillary Clinton,862,0.462
12174,Michigan,MI,Ontonagon,Democrat,Hillary Clinton,327,0.444
12176,Michigan,MI,Osceola,Democrat,Hillary Clinton,670,0.404
12178,Michigan,MI,Oscoda,Democrat,Hillary Clinton,273,0.449
12180,Michigan,MI,Otsego,Democrat,Hillary Clinton,786,0.38
12182,Michigan,MI,Ottawa,Democrat,Hillary Clinton,7686,0.344
12184,Michigan,MI,Presque Isle,Democrat,Hillary Clinton,592,0.477
12186,Michigan,MI,Roscommon,Democrat,Hillary Clinton,1163,0.473
12188,Michigan,MI,Saginaw,Democrat,Hillary Clinton,12348,0.552
12190,Michigan,MI,Sanilac,Democrat,Hillary Clinton,1160,0.42
12192,Michigan,MI,Schoolcraft,Democrat,Hillary Clinton,312,0.457
12194,Michigan,MI,Shiawassee,Democrat,Hillary Clinton,3031,0.394
12196,Michigan,MI,St. Clair,Democrat,Hillary Clinton,3665,0.413
12198,Michigan,MI,St. Joseph,Democrat,Hillary Clinton,1382,0.377
12200,Michigan,MI,Tuscola,Democrat,Hillary Clinton,1984,0.426
12202,Michigan,MI,Van Buren,Democrat,Hillary Clinton,2484,0.397
12204,Michigan,MI,Washtenaw,Democrat,Hillary Clinton,30022,0.437
12206,Michigan,MI,Wayne,Democrat,Hillary Clinton,163886,0.6
12208,Michigan,MI,Wexford,Democrat,Hillary Clinton,909,0.329
12542,Mississippi,MS,Adams,Democrat,Hillary Clinton,3013,0.867
12544,Mississippi,MS,Alcorn,Democrat,Hillary Clinton,809,0.708
12546,Mississippi,MS,Amite,Democrat,Hillary Clinton,1212,0.89
12548,Mississippi,MS,Attala,Democrat,Hillary Clinton,1519,0.877
12550,Mississippi,MS,Benton,Democrat,Hillary Clinton,557,0.852
12552,Mississippi,MS,Bolivar,Democrat,Hillary Clinton,3029,0.854
12554,Mississippi,MS,Calhoun,Democrat,Hillary Clinton,748,0.849
12556,Mississippi,MS,Carroll,Democrat,Hillary Clinton,828,0.9
12558,Mississippi,MS,Chickasaw,Democrat,Hillary Clinton,1398,0.831
12560,Mississippi,MS,Choctaw,Democrat,Hillary Clinton,517,0.839
12562,Mississippi,MS,Claiborne,Democrat,Hillary Clinton,1411,0.903
12564,Mississippi,MS,Clarke,Democrat,Hillary Clinton,1044,0.863
12566,Mississippi,MS,Clay,Democrat,Hillary Clinton,2372,0.86
12568,Mississippi,MS,Coahoma,Democrat,Hillary Clinton,2301,0.823
12570,Mississippi,MS,Copiah,Democrat,Hillary Clinton,3373,0.882
12572,Mississippi,MS,Covington,Democrat,Hillary Clinton,1356,0.882
12574,Mississippi,MS,DeSoto,Democrat,Hillary Clinton,5420,0.733
12576,Mississippi,MS,Forrest,Democrat,Hillary Clinton,3708,0.731
12578,Mississippi,MS,Franklin,Democrat,Hillary Clinton,701,0.841
12580,Mississippi,MS,George,Democrat,Hillary Clinton,349,0.721
12582,Mississippi,MS,Greene,Democrat,Hillary Clinton,374,0.84
12584,Mississippi,MS,Grenada,Democrat,Hillary Clinton,1634,0.86
12586,Mississippi,MS,Hancock,Democrat,Hillary Clinton,893,0.62
12588,Mississippi,MS,Harrison,Democrat,Hillary Clinton,6886,0.743
12590,Mississippi,MS,Hinds,Democrat,Hillary Clinton,31386,0.841
12592,Mississippi,MS,Holmes,Democrat,Hillary Clinton,3301,0.929
12594,Mississippi,MS,Humphreys,Democrat,Hillary Clinton,2894,0.942
12596,Mississippi,MS,Issaquena,Democrat,Hillary Clinton,175,0.884
12598,Mississippi,MS,Itawamba,Democrat,Hillary Clinton,377,0.692
12600,Mississippi,MS,Jackson,Democrat,Hillary Clinton,4811,0.761
12602,Mississippi,MS,Jasper,Democrat,Hillary Clinton,1976,0.896
12604,Mississippi,MS,Jeff Davis,Democrat,Hillary Clinton,1806,0.892
12606,Mississippi,MS,Jefferson,Democrat,Hillary Clinton,1550,0.89
12608,Mississippi,MS,Jones,Democrat,Hillary Clinton,2681,0.835
12610,Mississippi,MS,Kemper,Democrat,Hillary Clinton,1008,0.892
12612,Mississippi,MS,Lafayette,Democrat,Hillary Clinton,2451,0.643
12614,Mississippi,MS,Lamar,Democrat,Hillary Clinton,1464,0.725
12616,Mississippi,MS,Lauderdale,Democrat,Hillary Clinton,3306,0.835
12618,Mississippi,MS,Lawrence,Democrat,Hillary Clinton,1112,0.85
12620,Mississippi,MS,Leake,Democrat,Hillary Clinton,1614,0.854
12622,Mississippi,MS,Lee,Democrat,Hillary Clinton,3020,0.769
12624,Mississippi,MS,Leflore,Democrat,Hillary Clinton,2094,0.904
12626,Mississippi,MS,Lincoln,Democrat,Hillary Clinton,1817,0.851
12628,Mississippi,MS,Lowndes,Democrat,Hillary Clinton,4030,0.824
12630,Mississippi,MS,Madison,Democrat,Hillary Clinton,7414,0.834
12632,Mississippi,MS,Marion,Democrat,Hillary Clinton,1539,0.875
12634,Mississippi,MS,Marshall,Democrat,Hillary Clinton,3361,0.887
12636,Mississippi,MS,Monroe,Democrat,Hillary Clinton,1913,0.849
12638,Mississippi,MS,Montgomery,Democrat,Hillary Clinton,953,0.89
12640,Mississippi,MS,Neshoba,Democrat,Hillary Clinton,929,0.781
12642,Mississippi,MS,Newton,Democrat,Hillary Clinton,1000,0.835
12644,Mississippi,MS,Noxubee,Democrat,Hillary Clinton,1397,0.905
12646,Mississippi,MS,Oktibbeha,Democrat,Hillary Clinton,2389,0.758
12648,Mississippi,MS,Panola,Democrat,Hillary Clinton,3061,0.858
12650,Mississippi,MS,Pearl River,Democrat,Hillary Clinton,974,0.724
12652,Mississippi,MS,Perry,Democrat,Hillary Clinton,401,0.827
12654,Mississippi,MS,Pike,Democrat,Hillary Clinton,2870,0.865
12656,Mississippi,MS,Pontotoc,Democrat,Hillary Clinton,733,0.712
12658,Mississippi,MS,Prentiss,Democrat,Hillary Clinton,681,0.71
12660,Mississippi,MS,Quitman,Democrat,Hillary Clinton,986,0.853
12662,Mississippi,MS,Rankin,Democrat,Hillary Clinton,4689,0.771
12664,Mississippi,MS,Scott,Democrat,Hillary Clinton,2013,0.855
12666,Mississippi,MS,Sharkey,Democrat,Hillary Clinton,645,0.914
12668,Mississippi,MS,Simpson,Democrat,Hillary Clinton,1855,0.853
12670,Mississippi,MS,Smith,Democrat,Hillary Clinton,712,0.814
12672,Mississippi,MS,Stone,Democrat,Hillary Clinton,544,0.775
12674,Mississippi,MS,Sunflower,Democrat,Hillary Clinton,2332,0.878
12676,Mississippi,MS,Tallahatchie,Democrat,Hillary Clinton,1341,0.874
12678,Mississippi,MS,Tate,Democrat,Hillary Clinton,1435,0.851
12680,Mississippi,MS,Tippah,Democrat,Hillary Clinton,575,0.749
12682,Mississippi,MS,Tishomingo,Democrat,Hillary Clinton,361,0.613
12684,Mississippi,MS,Tunica,Democrat,Hillary Clinton,904,0.774
12686,Mississippi,MS,Union,Democrat,Hillary Clinton,593,0.713
12688,Mississippi,MS,Walthall,Democrat,Hillary Clinton,1111,0.885
12690,Mississippi,MS,Warren,Democrat,Hillary Clinton,3463,0.844
12692,Mississippi,MS,Washington,Democrat,Hillary Clinton,2982,0.877
12694,Mississippi,MS,Wayne,Democrat,Hillary Clinton,1441,0.838
12696,Mississippi,MS,Webster,Democrat,Hillary Clinton,397,0.819
12698,Mississippi,MS,Wilkinson,Democrat,Hillary Clinton,1269,0.934
12700,Mississippi,MS,Winston,Democrat,Hillary Clinton,1442,0.863
12702,Mississippi,MS,Yalobusha,Democrat,Hillary Clinton,1214,0.842
12704,Mississippi,MS,Yazoo,Democrat,Hillary Clinton,2203,0.908
13034,Missouri,MO,Adair,Democrat,Hillary Clinton,799,0.407
13036,Missouri,MO,Andrew,Democrat,Hillary Clinton,498,0.399
13038,Missouri,MO,Atchison,Democrat,Hillary Clinton,141,0.445
13040,Missouri,MO,Audrain,Democrat,Hillary Clinton,749,0.496
13042,Missouri,MO,Barry,Democrat,Hillary Clinton,874,0.516
13044,Missouri,MO,Barton,Democrat,Hillary Clinton,205,0.481
13046,Missouri,MO,Bates,Democrat,Hillary Clinton,518,0.435
13048,Missouri,MO,Benton,Democrat,Hillary Clinton,669,0.533
13050,Missouri,MO,Bollinger,Democrat,Hillary Clinton,242,0.538
13052,Missouri,MO,Boone,Democrat,Hillary Clinton,9628,0.387
13054,Missouri,MO,Buchanan,Democrat,Hillary Clinton,3443,0.445
13056,Missouri,MO,Butler,Democrat,Hillary Clinton,889,0.527
13058,Missouri,MO,Caldwell,Democrat,Hillary Clinton,244,0.432
13060,Missouri,MO,Callaway,Democrat,Hillary Clinton,1378,0.445
13062,Missouri,MO,Camden,Democrat,Hillary Clinton,1388,0.489
13064,Missouri,MO,Cape Girardeau,Democrat,Hillary Clinton,2076,0.466
13066,Missouri,MO,Carroll,Democrat,Hillary Clinton,233,0.463
13068,Missouri,MO,Carter,Democrat,Hillary Clinton,138,0.486
13070,Missouri,MO,Cass,Democrat,Hillary Clinton,3765,0.468
13072,Missouri,MO,Cedar,Democrat,Hillary Clinton,332,0.47
13074,Missouri,MO,Chariton,Democrat,Hillary Clinton,321,0.521
13076,Missouri,MO,Christian,Democrat,Hillary Clinton,2146,0.408
13078,Missouri,MO,Clark,Democrat,Hillary Clinton,202,0.514
13080,Missouri,MO,Clay,Democrat,Hillary Clinton,10630,0.455
13082,Missouri,MO,Clinton,Democrat,Hillary Clinton,765,0.462
13084,Missouri,MO,Cole,Democrat,Hillary Clinton,2798,0.453
13086,Missouri,MO,Cooper,Democrat,Hillary Clinton,516,0.501
13088,Missouri,MO,Crawford,Democrat,Hillary Clinton,522,0.412
13090,Missouri,MO,Dade,Democrat,Hillary Clinton,201,0.481
13092,Missouri,MO,Dallas,Democrat,Hillary Clinton,397,0.429
13094,Missouri,MO,Daviess,Democrat,Hillary Clinton,239,0.51
13096,Missouri,MO,DeKalb,Democrat,Hillary Clinton,221,0.39
13098,Missouri,MO,Dent,Democrat,Hillary Clinton,327,0.405
13100,Missouri,MO,Douglas,Democrat,Hillary Clinton,268,0.405
13102,Missouri,MO,Dunklin,Democrat,Hillary Clinton,724,0.609
13104,Missouri,MO,Franklin,Democrat,Hillary Clinton,3701,0.429
13106,Missouri,MO,Gasconade,Democrat,Hillary Clinton,401,0.438
13108,Missouri,MO,Gentry,Democrat,Hillary Clinton,171,0.48
13110,Missouri,MO,Greene,Democrat,Hillary Clinton,10910,0.383
13112,Missouri,MO,Grundy,Democrat,Hillary Clinton,219,0.446
13114,Missouri,MO,Harrison,Democrat,Hillary Clinton,158,0.485
13116,Missouri,MO,Henry,Democrat,Hillary Clinton,780,0.517
13118,Missouri,MO,Hickory,Democrat,Hillary Clinton,73,0.537
13120,Missouri,MO,Holt,Democrat,Hillary Clinton,128,0.522
13122,Missouri,MO,Howard,Democrat,Hillary Clinton,413,0.488
13124,Missouri,MO,Howell,Democrat,Hillary Clinton,833,0.402
13126,Missouri,MO,Iron,Democrat,Hillary Clinton,349,0.438
13128,Missouri,MO,Jackson,Democrat,Hillary Clinton,48860,0.529
13130,Missouri,MO,Jasper,Democrat,Hillary Clinton,2289,0.371
13132,Missouri,MO,Jefferson,Democrat,Hillary Clinton,9637,0.442
13134,Missouri,MO,Johnson,Democrat,Hillary Clinton,1473,0.425
13136,Missouri,MO,Knox,Democrat,Hillary Clinton,134,0.568
13138,Missouri,MO,LaClede,Democrat,Hillary Clinton,737,0.436
13140,Missouri,MO,Lafayette,Democrat,Hillary Clinton,1173,0.462
13142,Missouri,MO,Lawrence,Democrat,Hillary Clinton,872,0.453
13144,Missouri,MO,Lewis,Democrat,Hillary Clinton,239,0.483
13146,Missouri,MO,Lincoln,Democrat,Hillary Clinton,1561,0.431
13148,Missouri,MO,Linn,Democrat,Hillary Clinton,436,0.505
13150,Missouri,MO,Livingston,Democrat,Hillary Clinton,397,0.485
13152,Missouri,MO,Macon,Democrat,Hillary Clinton,421,0.437
13154,Missouri,MO,Madison,Democrat,Hillary Clinton,346,0.494
13156,Missouri,MO,Maries,Democrat,Hillary Clinton,305,0.502
13158,Missouri,MO,Marion,Democrat,Hillary Clinton,925,0.547
13160,Missouri,MO,McDonald,Democrat,Hillary Clinton,364,0.476
13162,Missouri,MO,Mercer,Democrat,Hillary Clinton,69,0.519
13164,Missouri,MO,Miller,Democrat,Hillary Clinton,432,0.465
13166,Missouri,MO,Mississippi,Democrat,Hillary Clinton,486,0.672
13168,Missouri,MO,Moniteau,Democrat,Hillary Clinton,340,0.446
13170,Missouri,MO,Monroe,Democrat,Hillary Clinton,252,0.509
13172,Missouri,MO,Montgomery,Democrat,Hillary Clinton,330,0.494
13174,Missouri,MO,Morgan,Democrat,Hillary Clinton,554,0.515
13176,Missouri,MO,New Madrid,Democrat,Hillary Clinton,691,0.642
13178,Missouri,MO,Newton,Democrat,Hillary Clinton,1240,0.439
13180,Missouri,MO,Nodaway,Democrat,Hillary Clinton,616,0.416
13182,Missouri,MO,Oregon,Democrat,Hillary Clinton,319,0.53
13184,Missouri,MO,Osage,Democrat,Hillary Clinton,314,0.477
13186,Missouri,MO,Ozark,Democrat,Hillary Clinton,217,0.421
13188,Missouri,MO,Pemiscot,Democrat,Hillary Clinton,602,0.694
13190,Missouri,MO,Perry,Democrat,Hillary Clinton,436,0.493
13192,Missouri,MO,Pettis,Democrat,Hillary Clinton,1265,0.448
13194,Missouri,MO,Phelps,Democrat,Hillary Clinton,1137,0.384
13196,Missouri,MO,Pike,Democrat,Hillary Clinton,661,0.57
13198,Missouri,MO,Platte,Democrat,Hillary Clinton,4645,0.471
13200,Missouri,MO,Polk,Democrat,Hillary Clinton,744,0.461
13202,Missouri,MO,Pulaski,Democrat,Hillary Clinton,860,0.446
13204,Missouri,MO,Putnam,Democrat,Hillary Clinton,102,0.468
13206,Missouri,MO,Ralls,Democrat,Hillary Clinton,415,0.545
13208,Missouri,MO,Randolph,Democrat,Hillary Clinton,647,0.449
13210,Missouri,MO,Ray,Democrat,Hillary Clinton,942,0.482
13212,Missouri,MO,Reynolds,Democrat,Hillary Clinton,230,0.471
13214,Missouri,MO,Ripley,Democrat,Hillary Clinton,259,0.491
13216,Missouri,MO,Saline,Democrat,Hillary Clinton,910,0.514
13218,Missouri,MO,Schuyler,Democrat,Hillary Clinton,124,0.492
13220,Missouri,MO,Scotland,Democrat,Hillary Clinton,108,0.441
13222,Missouri,MO,Scott,Democrat,Hillary Clinton,1067,0.55
13224,Missouri,MO,Shannon,Democrat,Hillary Clinton,317,0.506
13226,Missouri,MO,Shelby,Democrat,Hillary Clinton,240,0.511
13228,Missouri,MO,St. Charles,Democrat,Hillary Clinton,17805,0.448
13230,Missouri,MO,St. Clair,Democrat,Hillary Clinton,340,0.499
13232,Missouri,MO,St. Francois,Democrat,Hillary Clinton,1939,0.453
13234,Missouri,MO,St. Louis City,Democrat,Hillary Clinton,34458,0.55
13236,Missouri,MO,St. Louis County,Democrat,Hillary Clinton,89373,0.553
13238,Missouri,MO,Ste. Genevieve,Democrat,Hillary Clinton,842,0.503
13240,Missouri,MO,Stoddard,Democrat,Hillary Clinton,674,0.566
13242,Missouri,MO,Stone,Democrat,Hillary Clinton,806,0.469
13244,Missouri,MO,Sullivan,Democrat,Hillary Clinton,177,0.598
13246,Missouri,MO,Taney,Democrat,Hillary Clinton,1199,0.462
13248,Missouri,MO,Texas,Democrat,Hillary Clinton,603,0.463
13250,Missouri,MO,Vernon,Democrat,Hillary Clinton,490,0.478
13252,Missouri,MO,Warren,Democrat,Hillary Clinton,986,0.44
13254,Missouri,MO,Washington,Democrat,Hillary Clinton,754,0.514
13256,Missouri,MO,Wayne,Democrat,Hillary Clinton,393,0.578
13258,Missouri,MO,Webster,Democrat,Hillary Clinton,940,0.44
13260,Missouri,MO,Worth,Democrat,Hillary Clinton,59,0.415
13262,Missouri,MO,Wright,Democrat,Hillary Clinton,402,0.505
13724,Montana,MT,Beaverhead,Democrat,Hillary Clinton,241,0.417
13726,Montana,MT,Big Horn,Democrat,Hillary Clinton,512,0.443
13728,Montana,MT,Blaine,Democrat,Hillary Clinton,280,0.385
13730,Montana,MT,Broadwater,Democrat,Hillary Clinton,188,0.382
13732,Montana,MT,Carbon,Democrat,Hillary Clinton,614,0.456
13734,Montana,MT,Carter,Democrat,Hillary Clinton,21,0.447
13736,Montana,MT,Cascade,Democrat,Hillary Clinton,4833,0.527
13738,Montana,MT,Chouteau,Democrat,Hillary Clinton,276,0.575
13740,Montana,MT,Custer,Democrat,Hillary Clinton,476,0.511
13742,Montana,MT,Daniels,Democrat,Hillary Clinton,65,0.512
13744,Montana,MT,Dawson,Democrat,Hillary Clinton,228,0.464
13746,Montana,MT,Deer Lodge,Democrat,Hillary Clinton,986,0.512
13748,Montana,MT,Fallon,Democrat,Hillary Clinton,34,0.586
13750,Montana,MT,Fergus,Democrat,Hillary Clinton,415,0.509
13752,Montana,MT,Flathead,Democrat,Hillary Clinton,3021,0.421
13754,Montana,MT,Gallatin,Democrat,Hillary Clinton,5951,0.41
13756,Montana,MT,Garfield,Democrat,Hillary Clinton,9,0.265
13758,Montana,MT,Glacier,Democrat,Hillary Clinton,928,0.432
13760,Montana,MT,Golden Valley,Democrat,Hillary Clinton,27,0.386
13762,Montana,MT,Granite,Democrat,Hillary Clinton,137,0.374
13764,Montana,MT,Hill,Democrat,Hillary Clinton,867,0.461
13766,Montana,MT,Jefferson,Democrat,Hillary Clinton,716,0.456
13768,Montana,MT,Judith Basin,Democrat,Hillary Clinton,69,0.448
13770,Montana,MT,Lake,Democrat,Hillary Clinton,1338,0.445
13772,Montana,MT,Lewis and Clark,Democrat,Hillary Clinton,5362,0.473
13774,Montana,MT,Liberty,Democrat,Hillary Clinton,78,0.479
13776,Montana,MT,Lincoln,Democrat,Hillary Clinton,668,0.423
13778,Montana,MT,Madison,Democrat,Hillary Clinton,311,0.446
13780,Montana,MT,McCone,Democrat,Hillary Clinton,65,0.528
13782,Montana,MT,Meagher,Democrat,Hillary Clinton,56,0.463
13784,Montana,MT,Mineral,Democrat,Hillary Clinton,173,0.434
13786,Montana,MT,Missoula,Democrat,Hillary Clinton,8115,0.369
13788,Montana,MT,Musselshell,Democrat,Hillary Clinton,92,0.413
13790,Montana,MT,Park,Democrat,Hillary Clinton,910,0.373
13792,Montana,MT,Petroleum,Democrat,Hillary Clinton,16,0.471
13794,Montana,MT,Phillips,Democrat,Hillary Clinton,80,0.457
13796,Montana,MT,Pondera,Democrat,Hillary Clinton,256,0.498
13798,Montana,MT,Powder River,Democrat,Hillary Clinton,24,0.414
13800,Montana,MT,Powell,Democrat,Hillary Clinton,205,0.418
13802,Montana,MT,Prairie,Democrat,Hillary Clinton,48,0.49
13804,Montana,MT,Ravalli,Democrat,Hillary Clinton,1855,0.452
13806,Montana,MT,Richland,Democrat,Hillary Clinton,217,0.545
13808,Montana,MT,Roosevelt,Democrat,Hillary Clinton,314,0.412
13810,Montana,MT,Rosebud,Democrat,Hillary Clinton,250,0.38
13812,Montana,MT,Sanders,Democrat,Hillary Clinton,404,0.384
13814,Montana,MT,Sheridan,Democrat,Hillary Clinton,171,0.478
